"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
TX-309,"McLennan County",57.8,79,1.7,56.1
TX-311,"McMullen County",63.8,83,1.6,62.2
TX-313,"Madison County",56.6,55,-0.7,57.3
TX-315,"Marion County",53.4,51,-1.1,54.5
TX-317,"Martin County",55.9,113,4.0,51.9
TX-319,"Mason County",57.7,95,2.7,55
TX-321,"Matagorda County",63.7,80,1.9,61.8
TX-323,"Maverick County",63.9,106,3.5,60.4
TX-325,"Medina County",61.4,87,2.2,59.2
TX-327,"Menard County",56.5,100,3.0,53.5
TX-329,"Midland County",57.0,119,4.7,52.3
TX-331,"Milam County",58.8,82,1.9,56.9
TX-333,"Mills County",56.8,88,2.2,54.6
TX-335,"Mitchell County",55.8,103,3.3,52.5
TX-337,"Montague County",54.3,83,1.9,52.4
TX-339,"Montgomery County",59.5,68,0.8,58.7
TX-341,"Moore County",50.2,119,5.5,44.7
TX-343,"Morris County",53.2,56,-0.5,53.7
TX-345,"Motley County",54.1,113,4.2,49.9
TX-347,"Nacogdoches County",56.1,62,0.0,56.1
TX-349,"Navarro County",56.6,68,0.7,55.9
TX-351,"Newton County",56.6,56,-0.7,57.3
TX-353,"Nolan County",55.4,99,3.2,52.2
TX-355,"Nueces County",66.9,93,2.7,64.2
TX-357,"Ochiltree County",50.4,119,5.4,45
TX-359,"Oldham County",49.8,118,5.0,44.8
TX-361,"Orange County",58.8,59,-0.3,59.1
TX-363,"Palo Pinto County",56.1,93,2.5,53.6
TX-365,"Panola County",55.1,60,-0.3,55.4
TX-367,"Parker County",56.0,89,2.0,54
TX-369,"Parmer County",50.0,119,5.2,44.8
TX-371,"Pecos County",58.7,123,5.5,53.2
TX-373,"Polk County",57.2,56,-0.5,57.7
TX-375,"Potter County",51.1,120,5.8,45.3
TX-377,"Presidio County",59.3,123,5.8,53.5
TX-379,"Rains County",54.4,64,0.5,53.9
TX-381,"Randall County",51.0,121,5.7,45.3
TX-383,"Reagan County",56.7,114,4.1,52.6
TX-385,"Real County",58.9,101,2.8,56.1
TX-387,"Red River County",52.7,62,0.2,52.5
TX-389,"Reeves County",58.5,122,5.9,52.6
TX-391,"Refugio County",65.1,88,2.1,63
TX-393,"Roberts County",51.7,120,5.9,45.8
TX-395,"Robertson County",57.5,70,0.6,56.9
TX-397,"Rockwall County",55.6,74,1.4,54.2
TX-399,"Runnels County",56.6,101,3.1,53.5
TX-401,"Rusk County",55.4,59,-0.1,55.5
TX-403,"Sabine County",55.8,58,-0.4,56.2
TX-405,"San Augustine County",56.0,59,-0.3,56.3
TX-407,"San Jacinto County",58.0,61,-0.2,58.2
TX-409,"San Patricio County",66.1,87,2.3,63.8
TX-411,"San Saba County",57.2,87,2.2,55
TX-413,"Schleicher County",56.4,103,3.2,53.2
TX-415,"Scurry County",55.2,104,3.4,51.8
TX-417,"Shackelford County",55.3,89,2.2,53.1
TX-419,"Shelby County",55.5,60,-0.1,55.6
TX-421,"Sherman County",49.2,120,5.2,44
TX-423,"Smith County",54.5,56,-0.4,54.9
TX-425,"Somervell County",57.2,88,2.3,54.9
TX-427,"Starr County",68.9,100,3.2,65.7
TX-429,"Stephens County",55.3,89,2.3,53
TX-431,"Sterling County",56.3,110,3.6,52.7
TX-433,"Stonewall County",55.2,103,3.1,52.1
TX-435,"Sutton County",57.2,108,3.4,53.8
TX-437,"Swisher County",50.8,116,4.5,46.3
TX-439,"Tarrant County",56.7,77,1.7,55
TX-441,"Taylor County",55.9,95,2.9,53
TX-443,"Terrell County",59.3,112,4.2,55.1
TX-445,"Terry County",52.0,104,2.9,49.1
TX-447,"Throckmorton County",55.4,96,2.9,52.5
TX-449,"Titus County",53.2,59,-0.1,53.3
TX-451,"Tom Green County",56.8,101,3.1,53.7
TX-453,"Travis County",59.3,82,1.7,57.6
TX-455,"Trinity County",56.6,54,-0.6,57.2
TX-457,"Tyler County",56.4,52,-1.1,57.5
TX-459,"Upshur County",53.8,57,-0.5,54.3
TX-461,"Upton County",57.9,117,4.5,53.4
TX-463,"Uvalde County",61.6,98,2.6,59
TX-465,"Val Verde County",60.8,109,3.9,56.9
TX-467,"Van Zandt County",54.6,62,0.1,54.5
TX-469,"Victoria County",62.8,78,1.1,61.7
TX-471,"Walker County",57.3,57,-0.5,57.8
TX-473,"Waller County",60.9,81,1.6,59.3
TX-475,"Ward County",57.4,117,4.5,52.9
TX-477,"Washington County",60.8,86,2.1,58.7
TX-479,"Webb County",66.0,99,3.2,62.8
TX-481,"Wharton County",62.3,77,1.5,60.8
TX-483,"Wheeler County",51.8,118,5.0,46.8
TX-485,"Wichita County",55.3,107,3.6,51.7
TX-487,"Wilbarger County",55.2,109,3.9,51.3
TX-489,"Willacy County",68.8,85,2.0,66.8
TX-491,"Williamson County",58.6,81,1.7,56.9
TX-493,"Wilson County",61.6,78,1.1,60.5
TX-495,"Winkler County",55.8,115,3.9,51.9
TX-497,"Wise County",55.2,83,1.9,53.3
TX-499,"Wood County",54.0,60,-0.1,54.1
TX-501,"Yoakum County",51.5,110,3.4,48.1
TX-503,"Young County",55.4,97,2.7,52.7
TX-505,"Zapata County",68.2,105,3.5,64.7
TX-507,"Zavala County",63.2,95,2.6,60.6
UT-001,"Beaver County",44.1,126,7.4,36.7
UT-003,"Box Elder County",41.0,124,6.0,35
UT-005,"Cache County",37.9,125,6.3,31.6
UT-007,"Carbon County",39.7,127,7.8,31.9
UT-009,"Daggett County",37.6,127,8.5,29.1
UT-011,"Davis County",43.7,125,7.1,36.6
UT-013,"Duchesne County",37.5,127,8.2,29.3
UT-015,"Emery County",43.6,126,6.8,36.8
UT-017,"Garfield County",42.8,125,6.2,36.6
UT-019,"Grand County",44.0,126,7.3,36.7
UT-021,"Iron County",44.9,127,7.8,37.1
UT-023,"Juab County",43.3,124,6.1,37.2
UT-025,"Kane County",46.5,126,6.2,40.3
UT-027,"Millard County",43.6,123,5.8,37.8
UT-029,"Morgan County",39.3,126,7.4,31.9
UT-031,"Piute County",41.0,126,8.5,32.5
UT-033,"Rich County",35.3,123,6.6,28.7
UT-035,"Salt Lake County",43.8,126,7.3,36.5
UT-037,"San Juan County",45.0,125,5.3,39.7
UT-039,"Sanpete County",40.3,127,7.7,32.6
UT-041,"Sevier County",41.5,127,8.0,33.5
UT-043,"Summit County",35.9,126,8.3,27.6
UT-045,"Tooele County",43.1,124,5.8,37.3
UT-047,"Uintah County",39.8,126,7.7,32.1
UT-049,"Utah County",41.9,126,7.1,34.8
UT-051,"Wasatch County",38.0,127,8.3,29.7
UT-053,"Washington County",51.6,127,7.3,44.3
UT-055,"Wayne County",43.1,122,5.4,37.7
UT-057,"Weber County",40.8,125,7.3,33.5
VT-001,"Addison County",35.2,76,0.8,34.4
VT-003,"Bennington County",34.1,63,0.4,33.7
VT-005,"Caledonia County",32.8,72,0.9,31.9
VT-007,"Chittenden County",35.9,81,1.4,34.5
VT-009,"Essex County",32.0,76,1.0,31
VT-011,"Franklin County",35.6,86,1.8,33.8
VT-013,"Grand Isle County",37.3,84,1.5,35.8
VT-015,"Lamoille County",33.4,79,1.5,31.9
VT-017,"Orange County",34.5,84,1.6,32.9
VT-019,"Orleans County",33.1,82,1.4,31.7
VT-021,"Rutland County",34.9,73,1.0,33.9
VT-023,"Washington County",33.7,81,1.3,32.4
VT-025,"Windham County",35.7,77,1.1,34.6
VT-027,"Windsor County",35.3,83,1.5,33.8
VA-001,"Accomack County",48.2,46,-0.6,48.8
VA-003,"Albemarle County",45.3,56,0.0,45.3
VA-005,"Alleghany County",41.0,33,-1.7,42.7
VA-007,"Amelia County",46.5,49,-0.8,47.3
VA-009,"Amherst County",44.1,50,-0.8,44.9
VA-011,"Appomattox County",45.3,49,-0.5,45.8
VA-013,"Arlington County",45.7,60,0.0,45.7
VA-015,"Augusta County",42.8,60,0.3,42.5
VA-017,"Bath County",39.8,32,-1.8,41.6
VA-019,"Bedford County",44.5,46,-1.1,45.6
VA-021,"Bland County",39.0,25,-2.6,41.6
VA-023,"Botetourt County",42.8,34,-1.9,44.7
VA-025,"Brunswick County",47.6,57,-0.4,48
VA-027,"Buchanan County",41.2,25,-2.6,43.8
VA-029,"Buckingham County",45.5,48,-0.7,46.2
VA-031,"Campbell County",45.4,52,-0.3,45.7
VA-033,"Caroline County",46.4,54,-0.2,46.6
VA-035,"Carroll County",41.5,44,-1.1,42.6
VA-036,"Charles City County",48.3,41,-1.1,49.4
VA-037,"Charlotte County",45.8,51,-0.7,46.5
VA-041,"Chesterfield County",47.0,43,-1.0,48
VA-043,"Clarke County",43.2,57,-0.1,43.3
VA-045,"Craig County",41.4,41,-1.5,42.9
VA-047,"Culpeper County",44.4,53,-0.4,44.8
VA-049,"Cumberland County",45.8,48,-0.8,46.6
VA-051,"Dickenson County",41.4,28,-2.4,43.8
VA-053,"Dinwiddie County",47.5,52,-0.6,48.1
VA-057,"Essex County",47.1,51,-0.5,47.6
VA-059,"Fairfax County",45.3,62,0.0,45.3
VA-061,"Fauquier County",44.2,59,0.0,44.2
VA-063,"Floyd County",40.8,41,-1.5,42.3
VA-065,"Fluvanna County",45.3,49,-0.8,46.1
VA-067,"Franklin County",44.0,39,-1.7,45.7
VA-069,"Frederick County",42.3,54,-0.4,42.7
VA-071,"Giles County",40.3,32,-2.1,42.4
VA-073,"Gloucester County",48.5,48,-0.9,49.4
VA-075,"Goochland County",45.6,45,-1.0,46.6
VA-077,"Grayson County",39.6,45,-1.2,40.8
VA-079,"Greene County",43.8,56,-0.2,44
VA-081,"Greensville County",48.6,62,0.0,48.6
VA-083,"Halifax County",45.8,43,-1.2,47
VA-085,"Hanover County",46.2,44,-0.9,47.1
VA-087,"Henrico County",46.9,41,-1.1,48
VA-089,"Henry County",45.2,40,-1.5,46.7
VA-091,"Highland County",37.9,44,-1.4,39.3
VA-093,"Isle of Wight County",49.5,54,-0.5,50
VA-095,"James City County",48.7,49,-0.8,49.5
VA-097,"King and Queen County",46.8,41,-1.2,48
VA-099,"King George County",47.5,74,0.7,46.8
VA-101,"King William County",46.6,41,-1.2,47.8
VA-103,"Lancaster County",47.6,48,-0.8,48.4
VA-105,"Lee County",41.8,21,-3.0,44.8
VA-107,"Loudoun County",43.9,59,0.0,43.9
VA-109,"Louisa County",44.8,45,-0.9,45.7
VA-111,"Lunenburg County",46.5,52,-0.7,47.2
VA-113,"Madison County",43.2,49,-0.5,43.7
VA-115,"Mathews County",48.7,51,-0.7,49.4
VA-117,"Mecklenburg County",46.8,50,-0.8,47.6
VA-119,"Middlesex County",47.7,44,-1.0,48.7
VA-121,"Montgomery County",41.8,39,-1.6,43.4
VA-125,"Nelson County",44.4,52,-0.3,44.7
VA-127,"New Kent County",47.3,37,-1.3,48.6
VA-131,"Northampton County",49.2,48,-0.7,49.9
VA-133,"Northumberland County",47.6,53,-0.4,48
VA-135,"Nottoway County",46.6,49,-0.6,47.2
VA-137,"Orange County",44.6,50,-0.6,45.2
VA-139,"Page County",41.9,47,-0.6,42.5
VA-141,"Patrick County",43.9,44,-1.3,45.2
VA-143,"Pittsylvania County",45.1,40,-1.6,46.7
VA-145,"Powhatan County",46.1,46,-0.9,47
VA-147,"Prince Edward County",45.9,48,-0.6,46.5
VA-149,"Prince George County",48.2,43,-1.0,49.2
VA-153,"Prince William County",45.5,67,0.4,45.1
VA-155,"Pulaski County",41.1,34,-1.9,43
VA-157,"Rappahannock County",42.7,50,-0.6,43.3
VA-159,"Richmond County",47.3,54,-0.4,47.7
VA-161,"Roanoke County",43.3,38,-1.6,44.9
VA-163,"Rockbridge County",42.3,38,-1.6,43.9
VA-165,"Rockingham County",42.4,57,0.0,42.4
VA-167,"Russell County",41.2,32,-2.2,43.4
VA-169,"Scott County",42.3,22,-2.8,45.1
VA-171,"Shenandoah County",42.0,47,-0.7,42.7
VA-173,"Smyth County",39.8,30,-2.0,41.8
VA-175,"Southampton County",48.9,61,-0.3,49.2
VA-177,"Spotsylvania County",45.3,52,-0.2,45.5
VA-179,"Stafford County",46.3,72,0.6,45.7
VA-181,"Surry County",48.9,50,-0.7,49.6
VA-183,"Sussex County",48.4,58,-0.4,48.8
VA-185,"Tazewell County",39.1,26,-2.4,41.5
VA-187,"Warren County",42.7,53,-0.4,43.1
VA-191,"Washington County",42.2,39,-1.6,43.8
VA-193,"Westmoreland County",47.9,62,0.4,47.5
VA-195,"Wise County",40.6,24,-2.7,43.3
VA-197,"Wythe County",40.2,33,-1.9,42.1
VA-199,"York County",49.4,51,-0.6,50
VA-510,"Alexandria City",46.2,62,0.1,46.1
VA-520,"Bristol City",43.5,40,-1.6,45.1
VA-530,"Buena Vista City",43.3,37,-1.7,45
VA-540,"Charlottesville City",45.6,56,-0.3,45.9
VA-550,"Chesapeake City",50.2,57,-0.2,50.4
VA-570,"Colonial Heights City",47.7,39,-1.0,48.7
VA-580,"Covington City",42.2,29,-1.9,44.1
VA-590,"Danville City",45.9,37,-1.8,47.7
VA-595,"Emporia City",48.8,65,0.1,48.7
VA-600,"Fairfax City",45.1,61,0.0,45.1
VA-610,"Falls Church City",45.1,60,-0.2,45.3
VA-620,"Franklin City",49.1,57,-0.4,49.5
VA-630,"Fredericksburg City",46.2,70,0.4,45.8
VA-640,"Galax City",41.2,43,-1.1,42.3
VA-650,"Hampton City",50.2,50,-0.6,50.8
VA-660,"Harrisonburg City",43.6,66,0.3,43.3
VA-670,"Hopewell City",48.2,39,-1.1,49.3
VA-680,"Lynchburg City",45.3,51,-0.3,45.6
VA-683,"Manassas City",45.2,62,0.2,45
VA-685,"Manassas Park City",45.2,62,0.1,45.1
VA-690,"Martinsville City",45.4,40,-1.3,46.7
VA-700,"Newport News City",50.0,53,-0.5,50.5
VA-710,"Norfolk City",50.9,56,-0.4,51.3
VA-720,"Norton City",40.8,25,-2.6,43.4
VA-730,"Petersburg City",47.8,40,-0.9,48.7
VA-735,"Poquoson City",50.0,50,-0.6,50.6
VA-740,"Portsmouth City",50.9,57,-0.4,51.3
VA-750,"Radford City",41.8,39,-1.7,43.5
VA-760,"Richmond City",46.8,41,-1.1,47.9
VA-770,"Roanoke City",44.4,38,-1.6,46
VA-775,"Salem City",44.4,40,-1.5,45.9
VA-790,"Staunton City",44.4,79,1.1,43.3
VA-800,"Suffolk City",49.7,56,-0.3,50
VA-810,"Virginia Beach City",50.9,56,-0.3,51.2
VA-820,"Waynesboro City",44.5,70,0.7,43.8
VA-830,"Williamsburg City",48.9,54,-0.6,49.5
VA-840,"Winchester City",42.7,55,-0.2,42.9
WA-001,"Adams County",40.7,112,4.0,36.7
WA-003,"Asotin County",41.7,118,4.7,37
WA-005,"Benton County",44.2,119,4.4,39.8
WA-007,"Chelan County",35.5,115,3.5,32
WA-009,"Clallam County",43.3,107,2.1,41.2
WA-011,"Clark County",47.4,119,3.8,43.6
WA-013,"Columbia County",40.9,117,4.5,36.4
WA-015,"Cowlitz County",45.1,117,3.4,41.7
WA-017,"Douglas County",38.1,109,3.5,34.6
WA-019,"Ferry County",33.4,106,3.1,30.3
WA-021,"Franklin County",43.9,119,4.9,39
WA-023,"Garfield County",41.6,117,4.8,36.8
WA-025,"Grant County",40.6,113,3.8,36.8
WA-027,"Grays Harbor County",45.9,113,2.5,43.4
WA-029,"Island County",46.3,105,2.3,44
WA-031,"Jefferson County",41.1,107,2.2,38.9
WA-033,"King County",43.0,111,3.1,39.9
WA-035,"Kitsap County",46.4,107,2.4,44
WA-037,"Kittitas County",38.0,119,4.2,33.8
WA-039,"Klickitat County",41.2,120,4.0,37.2
WA-041,"Lewis County",42.7,113,2.9,39.8
WA-043,"Lincoln County",37.6,105,3.1,34.5
WA-045,"Mason County",44.0,111,2.6,41.4
WA-047,"Okanogan County",34.1,112,3.6,30.5
WA-049,"Pacific County",47.0,112,2.8,44.2
WA-051,"Pend Oreille County",33.5,109,3.3,30.2
WA-053,"Pierce County",42.2,109,2.9,39.3
WA-055,"San Juan County",45.9,99,1.8,44.1
WA-057,"Skagit County",39.9,100,2.3,37.6
WA-059,"Skamania County",40.4,115,3.3,37.1
WA-061,"Snohomish County",41.1,107,2.7,38.4
WA-063,"Spokane County",39.4,118,4.7,34.7
WA-065,"Stevens County",34.9,102,2.7,32.2
WA-067,"Thurston County",45.9,108,2.4,43.5
WA-069,"Wahkiakum County",46.6,113,2.7,43.9
WA-071,"Walla Walla County",44.6,115,4.5,40.1
WA-073,"Whatcom County",38.4,103,2.6,35.8
WA-075,"Whitman County",42.2,119,4.8,37.4
WA-077,"Yakima County",39.1,116,3.8,35.3
WV-001,"Barbour County",40.8,56,-0.5,41.3
WV-003,"Berkeley County",42.2,51,-0.4,42.6
WV-005,"Boone County",43.2,41,-1.1,44.3
WV-007,"Braxton County",42.8,56,-0.6,43.4
WV-009,"Brooke County",41.0,54,-0.4,41.4
WV-011,"Cabell County",43.8,48,-0.8,44.6
WV-013,"Calhoun County",43.1,60,0.0,43.1
WV-015,"Clay County",43.1,52,-0.9,44
WV-017,"Doddridge County",42.1,59,-0.1,42.2
WV-019,"Fayette County",41.3,47,-1.3,42.6
WV-021,"Gilmer County",43.1,65,0.2,42.9
WV-023,"Grant County",39.6,48,-1.0,40.6
WV-025,"Greenbrier County",39.0,46,-1.3,40.3
WV-027,"Hampshire County",41.6,49,-0.6,42.2
WV-029,"Hancock County",40.0,41,-1.2,41.2
WV-031,"Hardy County",40.8,46,-0.9,41.7
WV-033,"Harrison County",41.7,57,-0.4,42.1
WV-035,"Jackson County",42.8,48,-0.8,43.6
WV-037,"Jefferson County",42.9,57,-0.3,43.2
WV-039,"Kanawha County",43.4,41,-1.3,44.7
WV-041,"Lewis County",42.4,59,-0.3,42.7
WV-043,"Lincoln County",44.2,47,-0.8,45
WV-045,"Logan County",43.4,42,-1.4,44.8
WV-047,"McDowell County",40.7,23,-2.7,43.4
WV-049,"Marion County",40.9,47,-0.9,41.8
WV-051,"Marshall County",41.4,59,-0.1,41.5
WV-053,"Mason County",42.5,39,-1.4,43.9
WV-055,"Mercer County",39.1,16,-3.1,42.2
WV-057,"Mineral County",41.8,55,-0.4,42.2
WV-059,"Mingo County",43.6,40,-1.6,45.2
WV-061,"Monongalia County",40.8,51,-0.7,41.5
WV-063,"Monroe County",40.7,45,-1.4,42.1
WV-065,"Morgan County",41.7,52,-0.6,42.3
WV-067,"Nicholas County",40.9,53,-0.9,41.8
WV-069,"Ohio County",41.3,60,0.0,41.3
WV-071,"Pendleton County",39.0,47,-0.9,39.9
WV-073,"Pleasants County",42.1,58,-0.2,42.3
WV-075,"Pocahontas County",35.8,35,-1.9,37.7
WV-077,"Preston County",39.0,52,-0.7,39.7
WV-079,"Putnam County",43.3,41,-1.3,44.6
WV-081,"Raleigh County",40.5,39,-1.7,42.2
WV-083,"Randolph County",37.0,48,-1.1,38.1
WV-085,"Ritchie County",42.5,61,0.1,42.4
WV-087,"Roane County",43.0,52,-0.6,43.6
WV-089,"Summers County",40.8,34,-2.0,42.8
WV-091,"Taylor County",41.1,50,-0.8,41.9
WV-093,"Tucker County",37.0,47,-0.9,37.9
WV-095,"Tyler County",42.0,57,-0.1,42.1
WV-097,"Upshur County",41.0,55,-0.5,41.5
WV-099,"Wayne County",44.3,51,-0.6,44.9
WV-101,"Webster County",39.2,44,-1.2,40.4
WV-103,"Wetzel County",41.2,55,-0.5,41.7
WV-105,"Wirt County",43.0,61,0.1,42.9
WV-107,"Wood County",43.0,61,0.0,43
WV-109,"Wyoming County",41.2,33,-2.1,43.3
WI-001,"Adams County",34.1,77,1.5,32.6
WI-003,"Ashland County",30.6,80,1.9,28.7
WI-005,"Barron County",32.8,91,3.0,29.8
WI-007,"Bayfield County",31.4,93,2.7,28.7
WI-009,"Brown County",35.8,91,2.5,33.3
WI-011,"Buffalo County",35.3,91,2.8,32.5
WI-013,"Burnett County",33.1,98,3.9,29.2
WI-015,"Calumet County",35.8,90,2.4,33.4
WI-017,"Chippewa County",33.9,94,3.3,30.6
WI-019,"Clark County",33.0,88,2.6,30.4
WI-021,"Columbia County",35.9,85,1.9,34
WI-023,"Crawford County",36.2,79,1.9,34.3
WI-025,"Dane County",36.6,82,1.7,34.9
WI-027,"Dodge County",35.7,75,1.2,34.5
WI-029,"Door County",36.2,89,2.0,34.2
WI-031,"Douglas County",31.7,94,3.3,28.4
WI-033,"Dunn County",34.3,92,3.0,31.3
WI-035,"Eau Claire County",34.5,92,3.3,31.2
WI-037,"Florence County",30.8,86,2.1,28.7
WI-039,"Fond du Lac County",35.8,86,1.9,33.9
WI-041,"Forest County",30.2,84,2.0,28.2
WI-043,"Grant County",37.0,83,2.0,35
WI-045,"Green County",37.2,83,1.8,35.4
WI-047,"Green Lake County",35.3,79,1.6,33.7
WI-049,"Iowa County",35.9,77,1.5,34.4
WI-051,"Iron County",29.6,78,1.6,28
WI-053,"Jackson County",33.9,86,2.3,31.6
WI-055,"Jefferson County",36.7,73,1.1,35.6
WI-057,"Juneau County",34.2,79,1.6,32.6
WI-059,"Kenosha County",37.8,70,0.8,37
WI-061,"Kewaunee County",36.1,95,2.4,33.7
WI-063,"La Crosse County",35.6,85,2.3,33.3
WI-065,"Lafayette County",36.8,82,1.7,35.1
WI-067,"Langlade County",31.4,91,2.8,28.6
WI-069,"Lincoln County",31.6,87,2.5,29.1
WI-071,"Manitowoc County",36.6,94,2.6,34
WI-073,"Marathon County",33.1,90,3.0,30.1
WI-075,"Marinette County",33.8,90,2.5,31.3
WI-077,"Marquette County",34.9,75,1.5,33.4
WI-078,"Menominee County",33.2,92,2.7,30.5
WI-079,"Milwaukee County",38.2,83,1.6,36.6
WI-081,"Monroe County",33.6,75,1.3,32.3
WI-083,"Oconto County",34.3,90,2.6,31.7
WI-085,"Oneida County",30.4,82,1.9,28.5
WI-087,"Outagamie County",35.5,89,2.5,33
WI-089,"Ozaukee County",36.9,78,1.3,35.6
WI-091,"Pepin County",35.3,92,3.0,32.3
WI-093,"Pierce County",35.5,99,4.0,31.5
WI-095,"Polk County",34.0,98,4.1,29.9
WI-097,"Portage County",33.4,81,1.8,31.6
WI-099,"Price County",30.7,84,2.3,28.4
WI-101,"Racine County",37.6,73,1.0,36.6
WI-103,"Richland County",35.5,78,1.6,33.9
WI-105,"Rock County",37.4,77,1.4,36
WI-107,"Rusk County",32.5,87,2.7,29.8
WI-109,"St. Croix County",35.3,103,4.4,30.9
WI-111,"Sauk County",35.2,79,1.5,33.7
WI-113,"Sawyer County",31.4,92,3.0,28.4
WI-115,"Shawano County",34.0,91,2.7,31.3
WI-117,"Sheboygan County",36.8,90,2.3,34.5
WI-119,"Taylor County",32.0,88,2.7,29.3
WI-121,"Trempealeau County",35.2,92,2.9,32.3
WI-123,"Vernon County",34.8,76,1.7,33.1
WI-125,"Vilas County",29.5,78,1.6,27.9
WI-127,"Walworth County",36.9,72,0.9,36
WI-129,"Washburn County",32.2,96,3.4,28.8
WI-131,"Washington County",35.2,68,0.8,34.4
WI-133,"Waukesha County",36.3,71,1.0,35.3
WI-135,"Waupaca County",34.7,88,2.2,32.5
WI-137,"Waushara County",34.0,74,1.2,32.8
WI-139,"Winnebago County",35.8,87,2.2,33.6
WI-141,"Wood County",33.7,84,2.2,31.5
WY-001,"Albany County",37.4,125,8.7,28.7
WY-003,"Big Horn County",37.2,124,8.2,29
WY-005,"Campbell County",39.7,123,8.3,31.4
WY-007,"Carbon County",37.3,126,8.6,28.7
WY-009,"Converse County",39.5,124,7.8,31.7
WY-011,"Crook County",38.6,121,7.6,31
WY-013,"Fremont County",35.5,125,7.9,27.6
WY-015,"Goshen County",42.1,125,8.1,34
WY-017,"Hot Springs County",37.6,124,7.6,30
WY-019,"Johnson County",38.5,123,7.5,31
WY-021,"Laramie County",41.9,125,8.7,33.2
WY-023,"Lincoln County",33.1,124,7.0,26.1
WY-025,"Natrona County",38.1,124,7.5,30.6
WY-027,"Niobrara County",40.0,124,7.8,32.2
WY-029,"Park County",34.1,123,7.3,26.8
WY-031,"Platte County",42.1,125,8.4,33.7
WY-033,"Sheridan County",38.2,123,8.1,30.1
WY-035,"Sublette County",30.6,123,6.8,23.8
WY-037,"Sweetwater County",36.1,125,7.6,28.5
WY-039,"Teton County",29.3,120,5.8,23.5
WY-041,"Uinta County",35.8,126,7.7,28.1
WY-043,"Washakie County",37.8,123,7.0,30.8
WY-045,"Weston County",38.6,123,7.5,31.1
AK-013,"Aleutians East Borough",18.1,1,-13.6,31.7
AK-016,"Aleutians West Census Area",19.8,1,-14.6,34.4
AK-020,"Anchorage Municipality",13.2,12,-8.1,21.3
AK-050,"Bethel Census Area",0.8,1,-16.3,17.1
AK-060,"Bristol Bay Borough",6.3,1,-17.8,24.1
AK-068,"Denali Borough",3.9,28,-4.9,8.8
AK-070,"Dillingham Census Area",5.4,1,-16.2,21.6
AK-090,"Fairbanks North Star Borough",1.0,25,-5.4,6.4
AK-100,"Haines Borough",22.5,38,-1.0,23.5
AK-105,"Hoonah-Angoon Census Area",28.0,40,-0.6,28.6
AK-110,"Juneau City and Borough",25.0,43,-0.2,25.2
AK-122,"Kenai Peninsula Borough",12.0,1,-10.9,22.9
AK-130,"Ketchikan Gateway Borough",33.2,52,0.9,32.3
AK-150,"Kodiak Island Borough",17.0,1,-13.1,30.1
AK-158,"Kusilvak Census Area",2.3,1,-14.5,16.8
AK-164,"Lake and Peninsula Borough",8.6,1,-16.6,25.2
AK-170,"Matanuska-Susitna Borough",7.4,13,-7.5,14.9
AK-180,"Nome Census Area",1.7,3,-11.2,12.9
AK-185,"North Slope Borough",-3.1,37,-0.9,-2.2
AK-188,"Northwest Arctic Borough",-3.0,14,-6.9,3.9
AK-195,"Petersburg Borough",28.2,47,0.4,27.8
AK-198,"Prince of Wales-Hyder Census Area",36.7,50,0.8,35.9
AK-220,"Sitka City and Borough",33.2,46,0.2,33
AK-230,"Skagway Municipality",20.1,42,-0.1,20.2
AK-240,"Southeast Fairbanks Census Area",-0.8,21,-5.0,4.2
AK-261,"Valdez-Cordova Census Area",7.1,14,-6.2,13.3
AK-275,"Wrangell City and Borough",32.6,52,0.8,31.8
AK-282,"Yakutat City and Borough",20.9,24,-3.1,24
AK-290,"Yukon-Koyukuk Census Area",-2.2,21,-5.8,3.6
